"LocalID","ID","Type","Pax","From","DepFATO_No","DepGate_No","STD","To","ArrFATO_No","ArrGate_No","STA","DepGateIn","DepGateOut","DepFATOIn","DepFATOOut","ArrFATOIn","ArrFATOOut","ArrGateIn","ArrGateOut"
"1-133","UAM0554","6인승","6","여의도","1","1","11:28:55","연신내","2","4","12:11:56","11:27:55","11:28:55","11:37:10","11:39:10","12:11:56","12:13:56","12:18:56","12:24:56"
"1-134","UAM0346","6인승","6","여의도","1","3","11:29:52","잠실","2","4","12:16:57","11:28:52","11:29:52","11:39:10","11:41:10","12:16:57","12:18:57","12:23:57","12:29:57"
"1-135","UAM1022","6인승","6","여의도","1","1","11:34:02","성수","2","4","12:57:08","11:33:02","11:34:02","11:41:10","11:43:10","12:57:08","12:59:08","13:04:08","13:10:08"
"1-136","UAM1024","6인승","6","여의도","1","4","11:34:17","강남","2","1","14:38:49","11:33:17","11:34:17","11:43:10","11:45:10","14:38:49","14:40:49","14:45:49","14:51:49"
"1-137","UAM1029","6인승","6","여의도","1","4","11:36:41","천호","2","1","14:38:27","11:35:41","11:36:41","11:45:10","11:47:10","14:38:27","14:40:27","14:45:27","14:51:27"
"1-138","UAM0798","6인승","6","여의도","1","2","11:38:45","미아","2","3","12:29:28","11:38:17","11:39:17","11:47:10","11:49:10","12:29:28","12:31:28","12:36:28","12:42:28"
"1-139","UAM1038","6인승","6","여의도","1","4","11:39:20","망우","2","2","12:05:14","11:38:20","11:39:20","11:49:10","11:51:10","12:05:14","12:07:14","12:12:14","12:18:14"
"1-140","UAM0917","6인승","6","여의도","1","3","11:42:19","잠실","2","2","12:20:57","11:41:19","11:42:19","11:51:10","11:53:10","12:20:57","12:22:57","12:27:57","12:33:57"
"1-141","UAM0627","6인승","6","여의도","1","1","11:44:44","수서","2","4","12:37:41","11:43:44","11:44:44","11:53:10","11:55:10","12:37:41","12:39:41","12:44:41","12:50:41"
"1-142","UAM1040","6인승","6","여의도","1","1","11:46:38","마곡","2","2","16:10:42","11:45:38","11:46:38","11:55:10","11:57:10","16:10:42","16:12:42","16:17:42","16:23:42"
